PCC,SEPCC,dummies,Hstatistic,developed,undeveloped,Logit,lnobs,citations,firstpub,quadratic,Boone,IFrecursive,regulation,OLS,reviewed_journal,ownership,Concentration,FE,endogeneity,NPL,Lerner,global,HHI,macro,Zscore,RE,T,DtoD,sampleyear,GMM,someAveraged,profit_volat,profitability,SLS,capitalization
-0.00884647,0.00419711,0,0,1,0,0,10.94664,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1.9459101,0,9.5,1,1,0,0,0,1
-0.02207165,0.00419625,0,0,1,0,0,10.94664,3.5634782,5,1,0,0.184,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1.9459101,0,9.5,1,1,0,0,0,1
0.03960063,0.02000032,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,10.5,0,1,0,0,0,0
0.03780324,0.02000171,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,10.5,0,1,0,0,0,0
0.04,0.02,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,10.5,0,1,0,0,0,0
0.03840241,0.02000125,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,10.5,0,1,0,0,0,0
0.08812659,0.01993814,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,10.5,1,1,0,0,0,0
0.07167271,0.01996454,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,10.5,1,1,0,0,0,0
-0.03916992,0.01998465,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,1,0,0
-0.03637591,0.01998676,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,1,0,0
-0.03857128,0.01998512,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,1,0,0
-0.03577708,0.0199872,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,1,0,0
-0.03797259,0.01998558,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,1,0,0
-0.02299392,0.01999471,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,1,0,0
-0.0099995,0.019999,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,1
-0.01099933,0.01999879,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,1
-0.0099995,0.019999,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,1
-0.0111993,0.01999875,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,1
0.00319998,0.0199999,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,0,0,1
-0.00919961,0.01999915,0,0,1,0,0,7.824046,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,0,0,1
0.04558907,0.01999521,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,1,0,0,0
0.04638718,0.01999447,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,1,0,0,0
0.04578861,0.01999503,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,1,0,0,0
0.0469857,0.01999391,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,1,0,0,0
0.08614774,0.01994161,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,1,0,0,0
0.10588659,0.01990349,0,0,1,0,0,7.8224447,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,1,0,0,0
-0.04916018,0.01998381,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,0
-0.05015688,0.01998282,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,0
-0.04756515,0.01998536,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,0
-0.04716634,0.01998574,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10.5,0,1,0,0,0,0
-0.09855744,0.01991059,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,0,0,0
-0.1749315,0.01969949,0,0,1,0,0,7.8232457,3.2750461,3,0,0,0.297,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,10.5,1,1,0,0,0,0
0.03340111,0.00759116,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02733322,0.00759256,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02657451,0.00759272,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02278028,0.00759343,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.01139236,0.00759491,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.01822593,0.00759414,0,0,0,1,0,9.7604252,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02243604,0.00801287,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.01202147,0.00801431,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.01602772,0.00801386,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02563921,0.00801225,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.01122014,0.00801438,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02083419,0.00801315,0,0,0,1,0,9.6529086,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,0,0,0,0,0
0.02263278,0.00905311,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.00271662,0.0090554,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.01539241,0.00905436,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.01901297,0.00905379,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.00181108,0.00905542,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.00996048,0.00905498,0,0,0,1,0,9.4087813,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2.4849066,0,6,0,1,0,0,0,0
0.00524837,0.00874728,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
-0.01661776,0.00874619,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
-0.00699775,0.00874718,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
0.00087474,0.00874739,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
-0.029728,0.00874353,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
-0.01749212,0.00874606,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,1,0,0
0.03284941,0.00887822,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.03816912,0.00887654,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.03107553,0.00887872,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.03639622,0.00887713,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.04968344,0.00887204,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.03994166,0.00887592,0,0,0,1,0,9.447229,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,0,0,0,1
0.02798071,0.00874397,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
0.00874706,0.00874706,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
0.01574336,0.00874631,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
0.00962169,0.00874699,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
-0.01486893,0.00874643,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
-0.00437366,0.00874731,0,0,0,1,0,9.4779983,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,1,1,0,0,0
-0.0384704,0.00725857,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.03702072,0.00725896,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.02468988,0.00726173,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.05945896,0.00725109,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.05150555,0.0072543,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.0355708,0.00725935,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.04281796,0.00725728,0,0,0,1,0,9.8496647,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.04447659,0.00766838,0,0,0,1,0,9.7393202,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.03528749,0.00767119,0,0,0,1,0,9.7393202,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.0551828,0.00766428,0,0,0,1,0,9.7393202,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.0467722,0.00766757,0,0,0,1,0,9.7393202,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.03681969,0.00767077,0,0,0,1,0,9.7393202,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.05550997,0.00881111,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.05287421,0.00881237,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.03967993,0.00881776,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.04759943,0.00881471,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.05375292,0.00881195,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.02029266,0.0088229,0,0,0,1,0,9.4603985,3.2750461,3,0,0,0.297,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2.4849066,0,6,0,0,0,0,0,0
-0.15619259,0.02557985,0,0,0,1,0,7.3072023,1.8325815,8,1,1,0.239,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.7917595,0,13,0,0,0,0,0,0
0.11365768,0.02572988,0,0,0,1,0,7.3072023,1.8325815,8,1,1,0.239,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.7917595,0,13,0,0,0,0,0,0
-0.14033757,0.02564141,0,0,0,1,0,7.3072023,1.8325815,8,1,1,0.239,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.7917595,0,13,0,0,0,0,0,0
-0.15846736,0.02557046,0,0,0,1,0,7.3072023,1.8325815,8,1,1,0.239,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1.7917595,0,13,0,0,0,0,0,0
0.05240415,0.01242376,0,0,1,0,0,8.7735394,0,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1.9459101,0,13,1,0,0,0,0,0
0.01378267,0.01243967,0,0,1,0,0,8.7735394,0,7,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1.9459101,0,13,1,0,0,0,0,0
0.08140561,0.03748405,1,1,0,0,1,6.5610307,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.09024482,0.03745541,1,1,0,0,1,6.5610307,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.1043546,0.03740353,1,1,0,0,1,6.5610307,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.10457933,0.03740264,1,1,0,0,1,6.5610307,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.08054546,0.04022559,1,1,0,0,1,6.4199949,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.11031085,0.04215063,1,1,0,0,1,6.3207683,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.10228304,0.0425716,1,1,0,0,1,6.302619,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.10310073,0.04439434,1,1,0,0,1,6.2186001,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.09312392,0.03896297,1,1,0,0,1,6.4815771,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.08090348,0.04012651,1,1,0,0,1,6.424869,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.08705103,0.03931703,1,1,0,0,1,6.4645883,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.1780538,0,0,0,0,0,0,0,0
0.16234835,0.03937495,1,1,0,0,1,6.4425402,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.06558805,0.03895937,1,1,0,0,1,6.4861608,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.07690551,0.03919762,1,1,0,0,1,6.4723463,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.06781868,0.03922354,1,1,0,0,1,6.4723463,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.07361134,0.04883735,1,1,0,0,1,6.0330862,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.07351763,0.03973314,1,1,0,0,1,6.4457198,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.07724645,0.03919659,1,1,0,0,1,6.4723463,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.07411649,0.04411572,1,1,0,0,1,6.2363696,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.09293466,0.04008425,1,1,0,0,1,6.424869,3.3518515,3,0,0,0.661,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3.2580965,0,0,0,0,0,0,0,0
0.12320219,0.00740398,0,0,1,0,0,9.7961807,1.7346011,9,0,1,0.213,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,0,0
0.12218117,0.00740492,0,0,1,0,0,9.7961807,1.7346011,9,0,1,0.213,0,0,1,0,0,1,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,0,0
0.06249814,0.0075299,0,0,1,0,0,9.7738343,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.07897137,0.00752108,0,0,1,0,0,9.7738343,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.02820575,0.00754164,0,0,1,0,0,9.7738343,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.3978953,0,7.5,0,0,0,0,1,1
0.10986003,0.00749898,0,0,1,0,0,9.7738343,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.3978953,0,7.5,0,0,0,1,1,0
-0.00339507,0.0075446,0,0,1,0,0,9.7738343,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2.3978953,0,7.5,0,0,1,0,1,0
0.02503778,0.00934246,0,0,1,0,0,9.345745,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2.3978953,0,7.5,0,0,0,0,1,0
0.06015416,0.01868141,0,0,1,0,0,7.9568271,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.07959207,0.01328749,0,0,1,0,0,8.6355094,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.11772948,0.01041854,0,0,1,0,0,9.11438,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.06059292,0.01197489,0,0,1,0,0,8.8462091,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
0.081626,0.00967133,0,0,1,0,0,9.2704943,1.7346011,9,0,1,0.213,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2.3978953,0,7.5,0,0,0,0,1,0
-0.38365997,0.03441586,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.12574813,0.03697198,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.11966895,0.03699999,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.48345157,0.03262316,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.18780815,0.03660465,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.16156138,0.0367782,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.18129508,0.03665023,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.07062073,0.03717475,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.04927887,0.03722252,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.23053514,0.03626395,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.09281337,0.03710693,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.06493796,0.03718914,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.22761846,0.03628953,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.06838451,0.03718056,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.05176324,0.03721784,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.21243356,0.03641718,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.07798086,0.03715431,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.05374476,0.03721394,0,0,1,0,1,6.5792512,0.61903921,5,0,0,0.009,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1.6094379,0,12.333,0,0,0,0,0,0
-0.06170568,0.03143702,0,0,0,1,0,6.9157234,0,10,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1.7917595,0,15,1,0,0,0,0,0
0.00232593,0.03149695,0,0,0,1,0,6.9157234,0,10,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1.7917595,0,15,1,0,0,0,0,0
-0.31684758,0.0298742,0,0,0,1,0,6.9157234,0,10,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1.7917595,0,15,1,0,0,0,0,0
-0.06101151,0.03143836,0,0,0,1,0,6.9157234,0,10,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1.7917595,0,15,1,0,0,0,0,0
